spec,PAN,B1,B2,B3,B4
719,6.42E-01,0.00E+00,0.00E+00,3.90E-03,1.90E-03
720,6.43E-01,0.00E+00,0.00E+00,3.90E-03,1.90E-03
721,6.44E-01,0.00E+00,0.00E+00,3.40E-03,1.90E-03
722,6.45E-01,0.00E+00,0.00E+00,2.90E-03,1.90E-03
723,6.45E-01,0.00E+00,0.00E+00,2.90E-03,1.90E-03
724,6.45E-01,0.00E+00,0.00E+00,2.90E-03,1.90E-03
725,6.45E-01,0.00E+00,0.00E+00,2.90E-03,1.90E-03
726,6.44E-01,0.00E+00,0.00E+00,2.90E-03,1.90E-03
727,6.43E-01,0.00E+00,0.00E+00,2.90E-03,1.90E-03
728,6.43E-01,0.00E+00,0.00E+00,2.90E-03,1.90E-03
729,6.42E-01,0.00E+00,0.00E+00,2.90E-03,1.90E-03
730,6.41E-01,0.00E+00,0.00E+00,2.90E-03,1.90E-03
731,6.40E-01,0.00E+00,0.00E+00,2.90E-03,1.90E-03
732,6.39E-01,0.00E+00,0.00E+00,2.90E-03,1.90E-03
733,6.36E-01,0.00E+00,0.00E+00,2.90E-03,1.90E-03
734,6.34E-01,0.00E+00,0.00E+00,2.90E-03,1.90E-03
735,6.31E-01,0.00E+00,0.00E+00,2.90E-03,1.90E-03
736,6.29E-01,0.00E+00,0.00E+00,2.90E-03,1.90E-03
737,6.26E-01,0.00E+00,0.00E+00,2.90E-03,1.90E-03
738,6.23E-01,0.00E+00,0.00E+00,2.90E-03,1.90E-03
739,6.21E-01,0.00E+00,0.00E+00,2.90E-03,2.40E-03
740,6.19E-01,0.00E+00,0.00E+00,2.90E-03,2.90E-03
741,6.18E-01,0.00E+00,0.00E+00,2.90E-03,2.90E-03
742,6.16E-01,0.00E+00,0.00E+00,2.90E-03,2.90E-03
743,6.16E-01,0.00E+00,0.00E+00,2.90E-03,2.90E-03
744,6.15E-01,0.00E+00,0.00E+00,2.90E-03,2.90E-03
745,6.15E-01,0.00E+00,0.00E+00,3.40E-03,3.40E-03
746,6.16E-01,0.00E+00,0.00E+00,3.90E-03,3.90E-03
747,6.16E-01,0.00E+00,0.00E+00,3.90E-03,4.40E-03
748,6.16E-01,0.00E+00,0.00E+00,3.90E-03,4.80E-03
749,6.17E-01,0.00E+00,0.00E+00,3.90E-03,5.30E-03
750,6.19E-01,0.00E+00,0.00E+00,3.90E-03,5.80E-03
751,6.20E-01,0.00E+00,0.00E+00,4.40E-03,7.30E-03
752,6.21E-01,0.00E+00,0.00E+00,4.90E-03,8.70E-03
753,6.24E-01,0.00E+00,0.00E+00,5.30E-03,1.06E-02
754,6.27E-01,0.00E+00,0.00E+00,5.80E-03,1.26E-02
755,6.31E-01,0.00E+00,0.00E+00,5.80E-03,1.64E-02
756,6.35E-01,0.00E+00,0.00E+00,5.80E-03,2.03E-02
757,6.41E-01,0.00E+00,0.00E+00,6.30E-03,2.81E-02
758,6.47E-01,0.00E+00,0.00E+00,6.80E-03,3.58E-02
759,6.53E-01,0.00E+00,0.00E+00,7.30E-03,5.04E-02
760,6.58E-01,0.00E+00,0.00E+00,7.80E-03,6.48E-02
761,6.65E-01,0.00E+00,0.00E+00,8.30E-03,9.39E-02
762,6.72E-01,0.00E+00,0.00E+00,8.70E-03,1.23E-01
763,6.80E-01,0.00E+00,0.00E+00,8.70E-03,1.74E-01
764,6.87E-01,0.00E+00,0.00E+00,8.70E-03,2.26E-01
765,6.95E-01,0.00E+00,0.00E+00,9.20E-03,3.01E-01
766,7.02E-01,0.00E+00,0.00E+00,9.70E-03,3.77E-01
767,7.09E-01,0.00E+00,0.00E+00,9.70E-03,4.58E-01
768,7.17E-01,0.00E+00,0.00E+00,9.70E-03,5.39E-01
769,7.23E-01,0.00E+00,0.00E+00,1.02E-02,5.99E-01
770,7.29E-01,0.00E+00,0.00E+00,1.07E-02,6.59E-01
771,7.34E-01,0.00E+00,0.00E+00,1.07E-02,6.89E-01
772,7.39E-01,0.00E+00,0.00E+00,1.07E-02,7.20E-01
773,7.43E-01,0.00E+00,0.00E+00,1.07E-02,7.33E-01
774,7.48E-01,0.00E+00,0.00E+00,1.07E-02,7.46E-01
775,7.51E-01,0.00E+00,0.00E+00,1.12E-02,7.54E-01
776,7.55E-01,0.00E+00,0.00E+00,1.17E-02,7.63E-01
777,7.60E-01,0.00E+00,0.00E+00,1.17E-02,7.71E-01
778,7.66E-01,0.00E+00,0.00E+00,1.17E-02,7.81E-01
779,7.71E-01,0.00E+00,0.00E+00,1.22E-02,7.90E-01
780,7.78E-01,0.00E+00,0.00E+00,1.27E-02,7.99E-01
781,7.84E-01,0.00E+00,0.00E+00,1.32E-02,8.07E-01
782,7.89E-01,0.00E+00,0.00E+00,1.37E-02,8.14E-01
783,7.96E-01,0.00E+00,0.00E+00,1.42E-02,8.20E-01
784,8.03E-01,0.00E+00,0.00E+00,1.47E-02,8.26E-01
785,8.09E-01,0.00E+00,0.00E+00,1.52E-02,8.32E-01
786,8.15E-01,0.00E+00,0.00E+00,1.57E-02,8.38E-01
787,8.21E-01,0.00E+00,0.00E+00,1.66E-02,8.44E-01
788,8.26E-01,0.00E+00,0.00E+00,1.76E-02,8.50E-01
789,8.32E-01,0.00E+00,0.00E+00,1.86E-02,8.57E-01
790,8.38E-01,0.00E+00,0.00E+00,1.96E-02,8.64E-01
791,8.44E-01,0.00E+00,0.00E+00,2.06E-02,8.72E-01
792,8.50E-01,0.00E+00,0.00E+00,2.16E-02,8.80E-01
793,8.55E-01,0.00E+00,0.00E+00,2.31E-02,8.87E-01
794,8.60E-01,0.00E+00,0.00E+00,2.46E-02,8.94E-01
795,8.64E-01,0.00E+00,0.00E+00,2.56E-02,9.00E-01
796,8.68E-01,0.00E+00,0.00E+00,2.66E-02,9.06E-01
797,8.72E-01,0.00E+00,0.00E+00,2.81E-02,9.12E-01
798,8.75E-01,1.00E-04,0.00E+00,2.96E-02,9.16E-01
799,8.78E-01,1.00E-04,0.00E+00,3.01E-02,9.22E-01
800,8.81E-01,1.00E-04,0.00E+00,3.06E-02,9.27E-01
801,8.83E-01,1.00E-04,0.00E+00,3.06E-02,9.32E-01
802,8.85E-01,1.00E-04,0.00E+00,3.06E-02,9.36E-01
803,8.88E-01,1.00E-04,0.00E+00,2.97E-02,9.41E-01
804,8.92E-01,1.00E-04,0.00E+00,2.87E-02,9.46E-01
805,8.95E-01,1.00E-04,0.00E+00,2.77E-02,9.50E-01
806,8.98E-01,1.00E-04,0.00E+00,2.67E-02,9.54E-01
807,9.04E-01,1.00E-04,0.00E+00,2.58E-02,9.58E-01
808,9.09E-01,1.00E-04,0.00E+00,2.48E-02,9.61E-01
809,9.14E-01,1.00E-04,0.00E+00,2.38E-02,9.65E-01
810,9.19E-01,1.00E-04,0.00E+00,2.29E-02,9.67E-01
811,9.25E-01,1.00E-04,1.00E-04,2.19E-02,9.71E-01
812,9.32E-01,1.00E-04,1.00E-04,2.09E-02,9.75E-01
813,9.36E-01,1.00E-04,1.00E-04,1.99E-02,9.77E-01
814,9.42E-01,1.00E-04,1.00E-04,1.90E-02,9.81E-01
815,9.48E-01,1.00E-04,1.00E-04,1.80E-02,9.84E-01
816,9.54E-01,1.00E-04,1.00E-04,1.70E-02,9.88E-01
817,9.59E-01,1.00E-04,1.00E-04,1.65E-02,9.91E-01
818,9.63E-01,1.00E-04,1.00E-04,1.60E-02,9.93E-01
819,9.69E-01,1.00E-04,1.00E-04,1.55E-02,9.96E-01
820,9.74E-01,2.00E-04,1.00E-04,1.50E-02,9.99E-01
821,9.79E-01,2.00E-04,1.00E-04,1.50E-02,1.00E+00
822,9.83E-01,2.00E-04,1.00E-04,1.50E-02,1.00E+00
823,9.88E-01,2.00E-04,1.00E-04,1.46E-02,1.00E+00
824,9.91E-01,2.00E-04,1.00E-04,1.41E-02,9.97E-01
825,9.93E-01,2.00E-04,1.00E-04,1.41E-02,9.95E-01
826,9.94E-01,2.00E-04,1.00E-04,1.41E-02,9.92E-01
827,9.95E-01,2.00E-04,1.00E-04,1.41E-02,9.88E-01
828,9.96E-01,2.00E-04,1.00E-04,1.41E-02,9.83E-01
829,9.94E-01,2.00E-04,1.00E-04,1.46E-02,9.79E-01
830,9.93E-01,2.00E-04,1.00E-04,1.52E-02,9.76E-01
831,9.92E-01,2.00E-04,1.00E-04,1.52E-02,9.72E-01
832,9.91E-01,2.00E-04,1.00E-04,1.52E-02,9.68E-01
833,9.89E-01,2.00E-04,1.00E-04,1.52E-02,9.64E-01
834,9.87E-01,2.00E-04,1.00E-04,1.52E-02,9.60E-01
835,9.86E-01,2.00E-04,1.00E-04,1.57E-02,9.57E-01
836,9.86E-01,2.00E-04,1.00E-04,1.63E-02,9.55E-01
837,9.86E-01,2.00E-04,1.00E-04,1.68E-02,9.52E-01
838,9.86E-01,2.00E-04,1.00E-04,1.73E-02,9.50E-01
839,9.87E-01,2.00E-04,1.00E-04,1.78E-02,9.48E-01
840,9.89E-01,1.00E-04,1.00E-04,1.84E-02,9.46E-01
841,9.88E-01,1.00E-04,1.00E-04,1.83E-02,9.43E-01
842,9.88E-01,1.00E-04,1.00E-04,1.84E-02,9.41E-01
843,9.91E-01,1.00E-04,1.00E-04,1.89E-02,9.39E-01
844,9.93E-01,1.00E-04,1.00E-04,1.94E-02,9.37E-01
845,9.95E-01,1.00E-04,1.00E-04,1.94E-02,9.35E-01
846,9.97E-01,1.00E-04,1.00E-04,1.95E-02,9.32E-01
847,9.97E-01,1.00E-04,1.00E-04,2.00E-02,9.28E-01
848,1.00E+00,1.00E-04,1.00E-04,2.05E-02,9.26E-01
849,9.99E-01,1.00E-04,1.00E-04,2.05E-02,9.23E-01
850,9.99E-01,1.00E-04,1.00E-04,2.05E-02,9.19E-01
851,1.00E+00,1.00E-04,1.00E-04,2.06E-02,9.18E-01
852,1.00E+00,1.00E-04,1.00E-04,2.06E-02,9.17E-01
853,9.97E-01,1.00E-04,1.00E-04,2.06E-02,9.14E-01
854,9.94E-01,1.00E-04,1.00E-04,2.06E-02,9.11E-01
855,9.92E-01,1.00E-04,1.00E-04,2.06E-02,9.09E-01
856,9.89E-01,1.00E-04,1.00E-04,2.06E-02,9.06E-01
857,9.86E-01,1.00E-04,1.00E-04,2.06E-02,9.03E-01
858,9.81E-01,1.00E-04,1.00E-04,2.06E-02,9.00E-01
859,9.79E-01,1.00E-04,1.00E-04,2.01E-02,8.97E-01
860,9.76E-01,0.00E+00,1.00E-04,1.96E-02,8.93E-01
861,9.75E-01,0.00E+00,0.00E+00,1.97E-02,8.93E-01
862,9.72E-01,1.00E-04,1.00E-04,1.97E-02,8.90E-01
863,9.70E-01,0.00E+00,0.00E+00,1.97E-02,8.88E-01
864,9.69E-01,0.00E+00,0.00E+00,1.97E-02,8.86E-01
865,9.68E-01,0.00E+00,0.00E+00,1.97E-02,8.86E-01
866,9.67E-01,0.00E+00,0.00E+00,1.97E-02,8.85E-01
867,9.68E-01,0.00E+00,0.00E+00,1.92E-02,8.86E-01
868,9.69E-01,0.00E+00,0.00E+00,1.87E-02,8.86E-01
869,9.69E-01,0.00E+00,0.00E+00,1.93E-02,8.86E-01
870,9.70E-01,0.00E+00,0.00E+00,1.98E-02,8.86E-01
871,9.70E-01,0.00E+00,0.00E+00,1.98E-02,8.87E-01
872,9.71E-01,0.00E+00,0.00E+00,1.98E-02,8.88E-01
873,9.71E-01,0.00E+00,0.00E+00,1.98E-02,8.88E-01
874,9.70E-01,0.00E+00,0.00E+00,1.98E-02,8.87E-01
875,9.67E-01,0.00E+00,0.00E+00,1.98E-02,8.86E-01
876,9.63E-01,0.00E+00,0.00E+00,1.98E-02,8.85E-01
877,9.60E-01,0.00E+00,0.00E+00,2.04E-02,8.82E-01
878,9.56E-01,0.00E+00,0.00E+00,2.09E-02,8.80E-01
879,9.50E-01,0.00E+00,0.00E+00,2.09E-02,8.68E-01
880,9.46E-01,0.00E+00,0.00E+00,2.09E-02,8.56E-01
881,9.42E-01,0.00E+00,0.00E+00,2.09E-02,8.26E-01
882,9.37E-01,0.00E+00,0.00E+00,2.09E-02,7.95E-01
883,9.36E-01,0.00E+00,0.00E+00,2.10E-02,7.37E-01
884,9.34E-01,0.00E+00,0.00E+00,2.10E-02,6.79E-01
885,9.35E-01,0.00E+00,0.00E+00,2.15E-02,5.99E-01
886,9.36E-01,0.00E+00,0.00E+00,2.20E-02,5.18E-01
887,9.38E-01,0.00E+00,0.00E+00,2.20E-02,4.36E-01
888,9.39E-01,0.00E+00,0.00E+00,2.21E-02,3.54E-01
889,9.30E-01,0.00E+00,0.00E+00,2.15E-02,2.87E-01
890,9.23E-01,0.00E+00,0.00E+00,2.10E-02,2.21E-01
891,8.92E-01,0.00E+00,0.00E+00,2.10E-02,1.76E-01
892,8.61E-01,0.00E+00,0.00E+00,2.10E-02,1.31E-01
893,8.00E-01,0.00E+00,0.00E+00,2.10E-02,1.04E-01
894,7.39E-01,0.00E+00,0.00E+00,2.10E-02,7.76E-02
895,6.54E-01,0.00E+00,0.00E+00,2.05E-02,6.19E-02
896,5.70E-01,0.00E+00,0.00E+00,2.00E-02,4.62E-02
897,4.83E-01,0.00E+00,0.00E+00,1.95E-02,3.73E-02
898,3.96E-01,0.00E+00,0.00E+00,1.90E-02,2.83E-02
899,3.28E-01,0.00E+00,0.00E+00,1.84E-02,2.31E-02
900,2.59E-01,0.00E+00,0.00E+00,1.79E-02,1.79E-02
901,2.12E-01,0.00E+00,0.00E+00,1.74E-02,1.47E-02
902,1.65E-01,0.00E+00,0.00E+00,1.69E-02,1.16E-02
903,1.35E-01,0.00E+00,0.00E+00,1.58E-02,1.00E-02
904,1.05E-01,0.00E+00,0.00E+00,1.48E-02,8.40E-03
905,8.71E-02,0.00E+00,0.00E+00,1.42E-02,6.80E-03
906,6.89E-02,0.00E+00,0.00E+00,1.37E-02,5.30E-03
907,5.79E-02,0.00E+00,0.00E+00,1.27E-02,4.70E-03
908,4.70E-02,0.00E+00,0.00E+00,1.16E-02,4.20E-03
909,4.02E-02,0.00E+00,0.00E+00,1.11E-02,3.70E-03
910,3.35E-02,0.00E+00,0.00E+00,1.06E-02,3.20E-03
911,2.88E-02,0.00E+00,0.00E+00,9.50E-03,2.60E-03
912,2.41E-02,0.00E+00,0.00E+00,8.50E-03,2.10E-03
913,2.15E-02,0.00E+00,0.00E+00,8.00E-03,1.60E-03
914,1.89E-02,0.00E+00,0.00E+00,7.40E-03,1.10E-03
915,1.68E-02,0.00E+00,0.00E+00,6.90E-03,1.10E-03
916,1.47E-02,0.00E+00,0.00E+00,6.40E-03,1.10E-03
917,1.31E-02,0.00E+00,0.00E+00,5.90E-03,1.10E-03
918,1.16E-02,0.00E+00,0.00E+00,5.30E-03,1.10E-03
919,1.10E-02,0.00E+00,0.00E+00,4.80E-03,1.10E-03
920,1.05E-02,0.00E+00,0.00E+00,4.30E-03,1.10E-03
921,9.50E-03,0.00E+00,0.00E+00,3.70E-03,1.10E-03
922,8.40E-03,0.00E+00,0.00E+00,3.20E-03,1.10E-03
923,7.90E-03,0.00E+00,0.00E+00,3.20E-03,1.10E-03
924,7.40E-03,0.00E+00,0.00E+00,3.20E-03,1.10E-03
925,7.40E-03,0.00E+00,0.00E+00,2.70E-03,1.10E-03
926,7.40E-03,0.00E+00,0.00E+00,2.10E-03,1.10E-03
927,6.90E-03,0.00E+00,0.00E+00,2.10E-03,1.10E-03
928,6.30E-03,0.00E+00,0.00E+00,2.10E-03,1.10E-03
929,6.30E-03,0.00E+00,0.00E+00,2.10E-03,1.10E-03
930,6.30E-03,0.00E+00,0.00E+00,2.10E-03,1.10E-03
931,6.30E-03,0.00E+00,0.00E+00,1.60E-03,1.10E-03
932,6.30E-03,0.00E+00,0.00E+00,1.10E-03,1.10E-03
933,5.80E-03,0.00E+00,0.00E+00,1.10E-03,1.10E-03
934,5.30E-03,0.00E+00,0.00E+00,1.10E-03,1.10E-03
935,5.30E-03,0.00E+00,0.00E+00,1.10E-03,1.10E-03
936,5.30E-03,0.00E+00,0.00E+00,1.10E-03,1.10E-03
937,5.30E-03,0.00E+00,0.00E+00,1.10E-03,1.10E-03
938,5.30E-03,0.00E+00,0.00E+00,1.10E-03,1.10E-03
939,5.30E-03,0.00E+00,0.00E+00,1.10E-03,1.10E-03
940,5.30E-03,0.00E+00,0.00E+00,1.10E-03,1.10E-03
941,5.30E-03,0.00E+00,0.00E+00,1.10E-03,1.10E-03
942,5.30E-03,0.00E+00,0.00E+00,1.10E-03,1.10E-03
943,5.30E-03,0.00E+00,0.00E+00,1.10E-03,1.10E-03
944,5.30E-03,0.00E+00,0.00E+00,1.10E-03,1.10E-03
945,5.30E-03,0.00E+00,0.00E+00,1.10E-03,1.10E-03
946,5.30E-03,0.00E+00,0.00E+00,1.10E-03,1.10E-03
947,5.30E-03,0.00E+00,0.00E+00,1.10E-03,1.10E-03
948,5.30E-03,0.00E+00,0.00E+00,1.10E-03,1.10E-03
949,5.30E-03,0.00E+00,0.00E+00,1.10E-03,1.10E-03
950,5.30E-03,0.00E+00,0.00E+00,1.10E-03,1.10E-03
951,5.30E-03,0.00E+00,0.00E+00,1.10E-03,1.10E-03
952,5.30E-03,0.00E+00,0.00E+00,1.10E-03,1.10E-03
953,4.80E-03,0.00E+00,0.00E+00,1.10E-03,1.10E-03
954,4.20E-03,0.00E+00,0.00E+00,1.10E-03,1.10E-03
955,4.20E-03,0.00E+00,0.00E+00,1.10E-03,1.10E-03
956,4.20E-03,0.00E+00,0.00E+00,1.10E-03,1.10E-03
957,4.20E-03,0.00E+00,0.00E+00,1.10E-03,1.10E-03
958,4.20E-03,0.00E+00,0.00E+00,1.10E-03,1.10E-03
959,4.20E-03,0.00E+00,0.00E+00,5.00E-04,1.10E-03
960,4.20E-03,0.00E+00,0.00E+00,0.00E+00,1.10E-03
961,4.20E-03,0.00E+00,0.00E+00,0.00E+00,1.10E-03
962,4.20E-03,0.00E+00,0.00E+00,0.00E+00,1.10E-03
963,4.20E-03,0.00E+00,0.00E+00,0.00E+00,1.10E-03
964,4.20E-03,0.00E+00,0.00E+00,0.00E+00,1.10E-03
965,4.20E-03,0.00E+00,0.00E+00,0.00E+00,1.10E-03
966,4.20E-03,0.00E+00,0.00E+00,0.00E+00,1.10E-03
967,4.20E-03,0.00E+00,0.00E+00,0.00E+00,1.10E-03
968,4.30E-03,0.00E+00,0.00E+00,0.00E+00,1.10E-03
969,4.30E-03,0.00E+00,0.00E+00,0.00E+00,1.10E-03
970,4.30E-03,0.00E+00,0.00E+00,0.00E+00,1.10E-03
971,4.30E-03,0.00E+00,0.00E+00,0.00E+00,1.10E-03
972,4.30E-03,0.00E+00,0.00E+00,0.00E+00,1.10E-03
973,4.30E-03,0.00E+00,0.00E+00,0.00E+00,1.10E-03
974,4.30E-03,0.00E+00,0.00E+00,0.00E+00,1.10E-03
975,4.30E-03,0.00E+00,0.00E+00,0.00E+00,1.10E-03
976,4.30E-03,0.00E+00,0.00E+00,0.00E+00,1.10E-03
977,4.20E-03,0.00E+00,0.00E+00,0.00E+00,1.10E-03
978,4.30E-03,0.00E+00,0.00E+00,0.00E+00,1.10E-03
979,4.80E-03,0.00E+00,0.00E+00,0.00E+00,1.10E-03
980,5.30E-03,0.00E+00,0.00E+00,0.00E+00,1.10E-03
981,5.30E-03,0.00E+00,0.00E+00,0.00E+00,1.10E-03
982,5.30E-03,0.00E+00,0.00E+00,0.00E+00,1.10E-03
983,5.30E-03,0.00E+00,0.00E+00,0.00E+00,1.10E-03
984,5.30E-03,0.00E+00,0.00E+00,0.00E+00,1.10E-03
985,5.30E-03,0.00E+00,0.00E+00,0.00E+00,1.10E-03
986,5.30E-03,0.00E+00,0.00E+00,0.00E+00,1.10E-03
987,5.30E-03,0.00E+00,0.00E+00,0.00E+00,1.10E-03
988,5.30E-03,0.00E+00,0.00E+00,0.00E+00,1.10E-03
989,5.30E-03,0.00E+00,0.00E+00,0.00E+00,1.10E-03
990,5.30E-03,0.00E+00,0.00E+00,0.00E+00,1.10E-03
991,5.30E-03,0.00E+00,0.00E+00,0.00E+00,1.10E-03
992,5.30E-03,0.00E+00,0.00E+00,0.00E+00,1.10E-03
993,5.30E-03,0.00E+00,0.00E+00,0.00E+00,1.10E-03
994,5.30E-03,0.00E+00,0.00E+00,0.00E+00,1.10E-03
995,5.30E-03,0.00E+00,0.00E+00,0.00E+00,1.10E-03
996,5.30E-03,0.00E+00,0.00E+00,0.00E+00,1.10E-03
997,5.30E-03,0.00E+00,0.00E+00,0.00E+00,1.10E-03
998,5.30E-03,0.00E+00,0.00E+00,0.00E+00,1.10E-03
999,5.30E-03,0.00E+00,0.00E+00,0.00E+00,1.10E-03
1000,5.30E-03,0.00E+00,0.00E+00,0.00E+00,1.10E-03
1001,2.60E-03,0.00E+00,0.00E+00,5.00E-04,1.10E-03
1002,0.00E+00,0.00E+00,0.00E+00,1.10E-03,1.10E-03
1003,0.00E+00,0.00E+00,0.00E+00,1.10E-03,1.10E-03
1004,0.00E+00,0.00E+00,0.00E+00,1.10E-03,1.10E-03
1005,0.00E+00,0.00E+00,0.00E+00,1.10E-03,1.10E-03
1006,0.00E+00,0.00E+00,0.00E+00,1.10E-03,1.10E-03
1007,0.00E+00,0.00E+00,0.00E+00,1.10E-03,1.10E-03
1008,0.00E+00,0.00E+00,0.00E+00,1.10E-03,1.10E-03
1009,0.00E+00,0.00E+00,0.00E+00,1.10E-03,1.10E-03
1010,0.00E+00,0.00E+00,0.00E+00,1.10E-03,1.10E-03
1011,0.00E+00,0.00E+00,0.00E+00,1.10E-03,1.10E-03
1012,0.00E+00,0.00E+00,0.00E+00,1.10E-03,1.10E-03
1013,0.00E+00,0.00E+00,0.00E+00,1.10E-03,1.10E-03
1014,0.00E+00,0.00E+00,0.00E+00,1.10E-03,1.10E-03
1015,0.00E+00,0.00E+00,0.00E+00,1.10E-03,1.10E-03
1016,0.00E+00,0.00E+00,0.00E+00,1.10E-03,1.10E-03
1017,0.00E+00,0.00E+00,0.00E+00,1.10E-03,1.10E-03
1018,0.00E+00,0.00E+00,0.00E+00,1.10E-03,1.10E-03
1019,0.00E+00,0.00E+00,0.00E+00,1.10E-03,1.10E-03
1020,0.00E+00,0.00E+00,0.00E+00,1.10E-03,1.10E-03
1021,0.00E+00,0.00E+00,0.00E+00,1.10E-03,1.10E-03
1022,0.00E+00,0.00E+00,0.00E+00,1.10E-03,1.10E-03
1023,0.00E+00,0.00E+00,0.00E+00,1.10E-03,1.10E-03
1024,0.00E+00,0.00E+00,0.00E+00,1.10E-03,1.10E-03
1025,0.00E+00,0.00E+00,0.00E+00,5.00E-04,1.10E-03
1026,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.10E-03
1027,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.10E-03
1028,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.10E-03
1029,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.10E-03
1030,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.10E-03
1031,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.10E-03
1032,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.10E-03
1033,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.10E-03
1034,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.10E-03
1035,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.10E-03
1036,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.10E-03
1037,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.10E-03
1038,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.10E-03
